feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
1.286759018109418,-3.452735170684078,-0.5950823465595872,2.852649674834244,5.289887463071732,-0.3663634620291128,4.533496446737368,0.3479421169986218,0.7177299646924882,-0.6454993803323292,5.1864697369181165,0.2022108840498127,2.479828143108026,5.034365093647898,1.927844396744983,0
-0.4459365189093998,-4.098331691486098,-0.6785546936714322,0.24293661408599598,4.107822224548915,-1.6456753801737345,4.9339002375178245,-0.4158592780756997,0.10758764407492293,-1.9129682274410975,3.911878787688538,1.9503171724547306,2.7076017114438677,6.1507199535494985,1.9757705659980396,0
1.6540218912950388,-1.06422609704263,-1.4808005920938339,-0.7195272283311764,2.978318858282673,0.48209332419660134,-1.054311392991937,2.1298134941106253,-1.704825170878332,0.4220102511829398,1.0770106225949914,-4.565876231989781,0.3807614043046048,3.9242589139641435,0.5966923060851748,0
-2.4320390491746506,3.3093223243017063,-0.45872166158315036,-1.9670343458124977,-4.950714224098354,0.10829157745509856,-4.921838491811689,0.8755845824216522,-0.009648332950788853,-1.674497784900952,-6.128834496851787,-1.1717137452785558,-4.3141783027569955,-3.931017999490299,-2.0024488706535744,0
-1.084632276506702,1.105735871157506,-0.20854215450064256,0.2974460954405882,-1.6693439152287,0.6090553462441526,-2.5719969458621317,-0.03879871444161535,0.985999266936274,-1.5711135494781623,-1.3638326170773876,-1.0397459234551163,-0.6162854731919925,-1.255083558245344,-2.0655374220194664,0
-2.1984882446337353,0.6550721575326173,1.453509301955026,-0.9976000005406511,0.04573137435286434,-1.084542776991405,1.4349610147961356,-0.6173036700188168,-1.0988495610006839,-0.17114834470789264,-1.6356487116139282,0.6667890989792211,-2.1937856124747652,0.9059754343085241,0.8624654040869459,0
-2.2408973174577542,-0.9253807124749498,0.2895903662894727,-1.7676064867102612,0.936757898376194,1.2696339473672964,0.673562311619399,0.06442667373222068,0.08171192626021934,-0.23712421512739035,2.244623088171923,-0.44557830584938063,2.90607855038152,3.942280769386122,-0.5674893105307264,1
-2.537142290796382,-3.7701595798281837,-0.6153329456491483,1.4323500238914633,1.9544849585482156,0.00022894185296255874,-0.18429748356270026,0.8625645966638215,0.8537636181219457,-2.856735762164626,4.19026268333166,-1.8929875852420146,1.1556572967167726,5.716251108223663,3.465529125186014,0
1.390162378664118,1.8277670395670884,1.0527964662207976,-1.8459128232221533,0.49650507107819164,1.1584338205714655,0.6782623112308139,-0.2706370682635445,1.1002858290825157,-0.33965359070246204,-2.079450859695947,-2.0230391111276664,-0.7684846299371475,2.192093308389299,-1.446899111679062,0
-1.9725388181133705,3.048973197519447,1.2272447425947532,-1.6119824417215076,-2.6175351308749235,1.5330168719778,-0.7049685031423607,-1.052318623989515,0.8087091296855378,-1.6138657406159604,-2.419243943587067,-1.56031135296289,-1.5925682302776445,1.547695317287434,-0.8854161254374331,0
